mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
35	34	5/8	5/8	6/8	1	1	V7/vi	A	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
36	35	0	0	6/8	1	1	vi	A	I		vi	vi						m	0	0	3, 0, 4		3	3
36	35	3/8	3/8	6/8	1	1	vi6	A	I		vi6	vi		6				m	0	0	0, 4, 3		3	0
37	36	0	0	6/8	1	1	V(64)	A	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
37	36	3/8	3/8	6/8	1	1	V7(6)	A	I		V7(6)	V		7	6			Mm7	0	0	1, 5, 4, -1		1	1
37	36	5/8	5/8	6/8	1	1	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
38	37	0	0	6/8	1	1	I\\	A	I		I	I					\\	M	0	0	0, 4, 1		0	0
38	37	3/8	3/8	6/8	1	1	V43/vi	A	I		V43/vi	V		43		vi		Mm7	0	0	5, 2, 4, 8		4	5
39	38	0	0	6/8	1	1	vi	A	I		vi	vi						m	0	0	3, 0, 4		3	3
39	38	3/8	3/8	6/8	1	1	vi6	A	I		vi6	vi		6				m	0	0	0, 4, 3		3	0
40	39	0	0	6/8	1	1	V(64)	A	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
40	39	3/8	3/8	6/8	1	1	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
41	40	0	0	6/8	1	1	I	A	I		I	I						M	0	0	0, 4, 1		0	0
41	40	3/8	3/8	6/8	1	1	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
42	41	0	0	6/8	1	1	I\\	A	I		I	I					\\	M	0	0	0, 4, 1		0	0
