mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
14	13	75/2	1.5	1/4	1/4	3/4	1	1	0	I\\	dcml
14	13	39	0.5	5/8	5/8	3/4	1	1	0	vi	dcml
15	14	79/2	1.0	0	0	3/4	1	1	0	V6/iv	dcml
15	14	81/2	1.5	1/4	1/4	3/4	1	1	0	V7	dcml
15	14	42	0.5	5/8	5/8	3/4	1	1	0	I	dcml
16	15	85/2	0.75	0	0	3/4	1	1	0	V7(6)	dcml
16	15	173/4	0.25	3/16	3/16	3/4	1	1	0	V7	dcml
16	15	87/2	2.0	1/4	1/4	3/4	1	1	0	I\\	dcml
17	16	91/2	3.0	0	0	3/4	1	1	0	i.i	dcml
18	17	97/2	2.5	0	0	3/4	1	1	0	V	dcml
18	17	51	0.5	5/8	5/8	3/4	1	1	0	V43	dcml
19	18	103/2	3.0	0	0	3/4	1	1	0	i	dcml
20	19	109/2	1.0	0	0	3/4	1	1	0	V	dcml
20	19	111/2	0.5	1/4	1/4	3/4	1	1	0	.III.iii	dcml
20	19	56	0.5	3/8	3/8	3/4	1	1	0	V43	dcml
20	19	113/2	1.0	1/2	1/2	3/4	1	1	0	I	dcml
21	20	115/2	0.75	0	0	3/4	1	1	0	I	dcml
21	20	233/4	1.75	3/16	3/16	3/4	1	1	0	V	dcml
21	20	60	0.5	5/8	5/8	3/4	1	1	0	V7/IV	dcml
22	21	121/2	0.75	0	0	3/4	1	1	0	IV	dcml
22	21	245/4	2.25	3/16	3/16	3/4	1	1	0	I	dcml
23	22	127/2	1.0	0	0	3/4	1	1	0	V6/vi	dcml
23	22	129/2	2.0	1/4	1/4	3/4	1	1	0	vi	dcml
24	23	133/2	0.75	0	0	3/4	1	1	0	V(6)/vi	dcml
24	23	269/4	0.25	3/16	3/16	3/4	1	1	0	V/vi	dcml
24	23	135/2	2.0	1/4	1/4	3/4	1	1	0	IV	dcml
25	24	139/2	0.75	0	0	3/4	1	1	0	V7(6)/vi	dcml
25	24	281/4	2.25	3/16	3/16	3/4	1	1	0	V7/vi	dcml
26	25	145/2	2.5	0	0	3/4	1	1	0	V/vi	dcml
26	25	75	1.25	5/8	5/8	3/4	1	1	0	.I.I	dcml
27	26	305/4	1.75	3/16	3/16	3/4	1	1	0	V	dcml
27	26	78	0.5	5/8	5/8	3/4	1	1	0	V7/IV	dcml
28	27	157/2	0.75	0	0	3/4	1	1	0	IV	dcml
28	27	317/4	2.25	3/16	3/16	3/4	1	1	0	I	dcml
29	28	163/2	1.0	0	0	3/4	1	1	0	V6/vi	dcml
29	28	165/2	2.0	1/4	1/4	3/4	1	1	0	vi	dcml
30	29	169/2	0.75	0	0	3/4	1	1	0	V7(6)	dcml
30	29	341/4	0.25	3/16	3/16	3/4	1	1	0	V7	dcml
30	29	171/2	1.5	1/4	1/4	3/4	1	1	0	I\\	dcml
30	29	87	0.5	5/8	5/8	3/4	1	1	0	vi	dcml
31	30	175/2	0.75	0	0	3/4	1	1	0	V6/vi	dcml
31	30	353/4	1.75	3/16	3/16	3/4	1	1	0	V7	dcml
31	30	90	0.5	5/8	5/8	3/4	1	1	0	I	dcml
32	31	181/2	0.75	0	0	3/4	1	1	0	V7(6)	dcml
32	31	365/4	0.25	3/16	3/16	3/4	1	1	0	V7	dcml
32	31	183/2	2.0	1/4	1/4	3/4	1	1	0	I	dcml
33	32	187/2	0.75	0	0	3/4	1	1	0	V7(6)	dcml
33	32	377/4	0.25	3/16	3/16	3/4	1	1	0	V7	dcml
33	32	189/2	2.0	1/4	1/4	3/4	1	1	0	I\\	dcml
