mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	549														
46	46	135	135	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	550	Herz?													
46	46	273/2	273/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	551														
46	46	135	135	0.0	0	0	Dynamic	6/8	2	1	0					p												
46	46	135	135	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	552														
46	46	135	135	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	553														
46	46	136	136	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	554														
46	46	273/2	273/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	555			articStaccatoAbove											
46	46	137	137	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	556			articStaccatoAbove											
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	557			articStaccatoAbove											
46	46	135	135	1.0	0	0	Chord	6/8	3	2	1/4	1/4	1	558														
46	46	273/2	273/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4	1/4	1	559														
47	47	138	138	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	560			articStaccatoAbove											
47	47	277/2	277/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	561			articStaccatoAbove											
47	47	139	139	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	562			articStaccatoAbove											
47	47	279/2	279/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	563			articStaccatoAbove											
47	47	140	140	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	564			articStaccatoAbove											
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	565			articStaccatoAbove											
47	47	138	138	1.0	0	0	Chord	6/8	3	2	1/4	1/4	1	566														
47	47	279/2	279/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4	1/4	1	567														
48	48	141	141	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	568														
48	48	567/4	567/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	569														
48	48	142	142	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	570														
48	48	285/2	285/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	571														
48	48	573/4	573/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	572														
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	573														
48	48	141	141	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	574														
48	48	283/2	283/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	575														
48	48	142	142	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	576														
48	48	285/2	285/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	577														
48	48	143	143	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	578														
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	579														
48	48	141	141	1.0	0	0	Chord	6/8	3	2	1/4	1/4	1	580														
48	48	285/2	285/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4	1/4	1	581														
49	49	144	144	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	582										8				
49	49	289/2	289/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	583										8				
49	49	145	145	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	584										8				
49	49	291/2	291/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	585										8				
49	49	146	146	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	586										8				
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	587														
49	49	144	144	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	588														
49	49	289/2	289/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	589														
49	49	145	145	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	590														
49	49	291/2	291/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	591														
49	49	146	146	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	592														
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	593														
49	49	144	144	1.0	0	0	Chord	6/8	3	2	1/4	1/4	1	594														
49	49	291/2	291/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4	1/4	1	595														
50	50	147	147	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	596														
50	50	591/4	591/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	597														
50	50	148	148	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	598														
50	50	297/2	297/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	599														
50	50	597/4	597/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	600														
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	601														
50	50	147	147	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	602														
50	50	295/2	295/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	603														
50	50	148	148	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	604														
50	50	297/2	297/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	605														
50	50	149	149	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	606														
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	607														
50	50	147	147	1.0	0	0	Chord	6/8	3	2	1/4	1/4	1	608														
50	50	297/2	297/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4	1/4	1	609														
51	51	150	150	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	610										9				
51	51	301/2	301/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	611										9				
51	51	151	151	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	612										9				
51	51	303/2	303/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	613										9				
51	51	152	152	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	614										9				
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	615														
51	51	150	150	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	616														
51	51	301/2	301/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	617														
51	51	151	151	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	618														
51	51	303/2	303/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	619														
51	51	152	152	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	620														
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	621														
51	51	150	150	1.0	0	0	Chord	6/8	3	2	1/4	1/4	1	622														
51	51	303/2	303/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4	1/4	1	623														
52	52	153	153	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	624														
52	52	615/4	615/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	625														
52	52	154	154	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	626														
52	52	309/2	309/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	627														
52	52	621/4	621/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	628														
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	629														
52	52	153	153	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	630														
52	52	307/2	307/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	631														
52	52	154	154	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	632														
52	52	309/2	309/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	633														
52	52	155	155	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	634														
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	635														
52	52	153	153	1.0	0	0	Chord	6/8	3	2	1/4	1/4	1	636														
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4	1/4	1	637														
53	53	156	156	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	638														
53	53	627/4	627/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	639														
53	53	157	157	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	640														
53	53	315/2	315/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	641														
53	53	633/4	633/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	642														
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	643														
53	53	156	156	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	644														
53	53	313/2	313/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	645														
53	53	157	157	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	646														
53	53	315/2	315/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	647														
53	53	158	158	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	648														
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	649														
53	53	156	156	1.0	0	0	Chord	6/8	3	2	1/4	1/4	1	650														
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4	1/4	1	651														
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	652	Nun													
54	54	159	159	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	653														
54	54	639/4	639/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	654														
54	54	160	160	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	655														
54	54	321/2	321/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	656														
54	54	645/4	645/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	657														
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	658														
54	54	159	159	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	659														
54	54	639/4	639/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	660														
54	54	160	160	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	661														
54	54	321/2	321/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	662														
54	54	645/4	645/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	663														
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	664														
55	55	162	162	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	665	ja,													
55	55	163	163	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	666	die													
55	55	327/2	327/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	667	Post													
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	668	kommt													
55	55	162	162	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	669														
55	55	651/4	651/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	670														
55	55	163	163	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	671														
55	55	327/2	327/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	672														
55	55	657/4	657/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	673														
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	674														
55	55	162	162	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	675														
55	55	651/4	651/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	676														
55	55	163	163	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	677														
55	55	327/2	327/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	678														
55	55	657/4	657/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	679														
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	680														
56	56	165	165	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	681	aus													
56	56	166	166	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	682	der													
56	56	333/2	333/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	683	Stadt,													
56	56	165	165	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	684														
56	56	663/4	663/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	685														
56	56	166	166	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	686														
56	56	333/2	333/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	687														
56	56	669/4	669/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	688														
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	689														
56	56	165	165	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	690														
56	56	663/4	663/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	691														
56	56	166	166	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	692														
56	56	333/2	333/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	693														
56	56	669/4	669/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	694														
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	695														
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	696	wo													
57	57	168	168	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	697														
57	57	675/4	675/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	698														
57	57	169	169	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	699														
57	57	339/2	339/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	700														
57	57	681/4	681/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	701														
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	702														
57	57	168	168	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	703														
57	57	675/4	675/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	704														
57	57	169	169	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	705														
57	57	339/2	339/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	706														
57	57	681/4	681/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	707														
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	708														
58	58	171	171	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	709	ich													
58	58	172	172	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	710	ein													
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	711	lie													
58	58	173	173	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	712	-													
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	713	bes													
58	58	171	171	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	714														
58	58	687/4	687/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	715														
58	58	172	172	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	716														
58	58	345/2	345/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																	2
58	58	345/2	345/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	717														2
58	58	693/4	693/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	718														2
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	719														2
58	58	171	171	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	720														
58	58	687/4	687/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	721														
58	58	172	172	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	722														
58	58	345/2	345/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	723														
58	58	693/4	693/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	724														
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	725														
59	59	174	174	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	726	Lieb-													
59	59	175	175	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	727	-chen													
59	59	351/2	351/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	728	hatt',													
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	729	mein													
59	59	174	174	0.0	0	0	Spanner	6/8	2	1	0																	
59	59	174	174	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	730														
59	59	699/4	699/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	731														
59	59	175	175	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	732														
59	59	351/2	351/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	733														
59	59	705/4	705/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	734														
59	59	353/2	353/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																4	
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	735													4	
59	59	174	174	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	736														
59	59	699/4	699/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	737														
59	59	175	175	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	738														
59	59	351/2	351/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	739														
59	59	705/4	705/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	740														
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	741														
60	60	177	177	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	742	Herz,													
60	60	177	177	0.0	0	0	Spanner	6/8	2	1	0																	
60	60	177	177	0.0	0	0	Spanner	6/8	2	1	0															4		
60	60	177	177	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	743												4		
60	60	711/4	711/4	0.0	3/16	3/16	Spanner	6/8	2	1	0																	
60	60	711/4	711/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	744														
60	60	178	178	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	745														
60	60	357/2	357/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	746														
60	60	717/4	717/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	747														
60	60	359/2	359/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	748														
60	60	177	177	0.0	0	0	Dynamic	6/8	3	1	0					f												
60	60	177	177	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	749														
60	60	711/4	711/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	750														
60	60	178	178	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	751														
60	60	357/2	357/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	752														
60	60	717/4	717/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	753														
60	60	359/2	359/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	754														
61	61	180	180	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	755														
61	61	180	180	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	756														
61	61	723/4	723/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	757														
61	61	181	181	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	758														
61	61	363/2	363/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	759														
61	61	729/4	729/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	760														
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	761														
61	61	180	180	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	762														
61	61	723/4	723/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	763														
61	61	181	181	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	764														
61	61	363/2	363/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	765														
61	61	729/4	729/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	766														
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	767														
62	62	183	183	0.0	0	0	Dynamic	6/8	2	1	0					p												
62	62	183	183	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	768														
62	62	735/4	735/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	769														
62	62	184	184	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	770														
62	62	369/2	369/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	771														
62	62	741/4	741/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	772														
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	773														
62	62	183	183	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	774														
62	62	735/4	735/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	775														
62	62	184	184	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	776														
62	62	369/2	369/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	777														
62	62	741/4	741/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	778														
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	779														
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	780	wo													
63	63	186	186	0.0	0	0	Dynamic	6/8	2	1	0					p												
63	63	186	186	0.0	0	0	StaffText	6/8	2	1	0							decresc.										
63	63	186	186	0.0	0	0	Spanner	6/8	2	1	0														1			
63	63	186	186	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	781											1			
63	63	747/4	747/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	782											1			
63	63	187	187	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	783											1			
63	63	375/2	375/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	784											1			
63	63	753/4	753/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	785											1			
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	786											1			
63	63	186	186	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	787														
63	63	747/4	747/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	788														
63	63	187	187	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	789														
63	63	375/2	375/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	790														
63	63	753/4	753/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	791														
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	792														
64	64	189	189	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	793	ich													
64	64	190	190	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	794	ein													
64	64	381/2	381/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	795	lie													
64	64	191	191	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	796	-													
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	797	bes													
64	64	189	189	0.0	0	0	Spanner	6/8	2	1	0																	
64	64	189	189	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	798														
64	64	759/4	759/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	799														
64	64	190	190	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	800														
64	64	381/2	381/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	801														
64	64	765/4	765/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	802														
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	803														
64	64	189	189	0.0	0	0	Dynamic	6/8	3	1	0					pp												
64	64	189	189	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	804														
64	64	759/4	759/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	805														
64	64	190	190	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	806														
64	64	381/2	381/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	807														
64	64	765/4	765/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	808														
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	809														
65	65	192	192	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	810	Lieb-													
65	65	193	193	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	811	-chen													
65	65	387/2	387/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	812	hatt',													
65	65	192	192	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	813														
65	65	771/4	771/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	814														
65	65	193	193	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	815														
65	65	387/2	387/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	816														
65	65	777/4	777/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	817														
65	65	389/2	389/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	818														
65	65	192	192	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	819														
65	65	771/4	771/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	820														
65	65	193	193	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	821														
65	65	387/2	387/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	822														
65	65	777/4	777/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	823														
65	65	389/2	389/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	824														
66	66	393/2	393/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	825	mein									10				
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	826														
