mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
21	21	60	60	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	276														
21	21	243/4	243/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	277														
21	21	61	61	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	278														
21	21	123/2	123/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	279														
21	21	249/4	249/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	280														
21	21	125/2	125/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																1	
21	21	125/2	125/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	281													1	
21	21	60	60	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	282														
21	21	243/4	243/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	283														
21	21	61	61	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	284														
21	21	123/2	123/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	285														
21	21	249/4	249/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	286														
21	21	125/2	125/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	287														
22	22	63	63	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	288	Herz,													
22	22	63	63	0.0	0	0	Spanner	6/8	2	1	0																	
22	22	63	63	0.0	0	0	Spanner	6/8	2	1	0															0		
22	22	63	63	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	289												0		
22	22	255/4	255/4	0.0	3/16	3/16	Spanner	6/8	2	1	0																	
22	22	255/4	255/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	290														
22	22	64	64	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	291														
22	22	129/2	129/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	292														
22	22	261/4	261/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	293														
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	294														
22	22	63	63	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	295														
22	22	255/4	255/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	296														
22	22	64	64	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	297														
22	22	129/2	129/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	298														
22	22	261/4	261/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	299														
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	300														
23	23	66	66	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	301										3				
23	23	67	67	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	302	mein													
23	23	135/2	135/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	303										4				
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	304														
23	23	66	66	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	305														
23	23	267/4	267/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	306														
23	23	67	67	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	307														
23	23	135/2	135/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	308														
23	23	273/4	273/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	309														
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	310														
23	23	66	66	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	311														
23	23	267/4	267/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	312														
23	23	67	67	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	313														
23	23	135/2	135/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	314														
23	23	273/4	273/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	315														
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	316														
24	24	69	69	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	317	Herz?													
24	24	69	69	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	318														
24	24	279/4	279/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	319														
24	24	70	70	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	320														
24	24	141/2	141/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	321														
24	24	285/4	285/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	322														
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	323														
24	24	69	69	0.0	0	0	Dynamic	6/8	3	1	0					fp												
24	24	69	69	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	324														
24	24	279/4	279/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	325														
24	24	70	70	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	326														
25	25	72	72	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	327														
25	25	72	72	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	328														
25	25	291/4	291/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	329														
25	25	73	73	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	330														
25	25	147/2	147/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	331														
25	25	297/4	297/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	332														
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	333														
25	25	72	72	0.0	0	0	Dynamic	6/8	3	1	0					fp												
25	25	72	72	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	334														
25	25	291/4	291/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	335														
25	25	73	73	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	336														
26	26	75	75	0.0	0	0	StaffText	6/8	1	1	0							1										
26	26	75	75	0.0	0	0	StaffText	6/8	2	1	0							1										
27	27	78	78	0.0	0	0	Dynamic	6/8	1	1	0					p												
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	337	Die													
27	27	78	78	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	338														
27	27	79	79	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	339														
27	27	159/2	159/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	340														
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	341														
27	27	78	78	0.0	0	0	Dynamic	6/8	3	1	0					pp												
27	27	78	78	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	342														
27	27	79	79	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	343														
27	27	159/2	159/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	344														
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	345														
28	28	81	81	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	346	Post													
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	347	bringt													
28	28	81	81	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	348														
28	28	82	82	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	349														
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	350														
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	351														
28	28	81	81	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	352														
28	28	82	82	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	353														
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	354														
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	355														
29	29	84	84	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	356	kei-													
29	29	85	85	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	357	-nen													
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	358	Brief													
29	29	86	86	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	359														
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	360	für													
29	29	84	84	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	361														
29	29	85	85	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	362														
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	363														
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	364														
29	29	84	84	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	365														
29	29	85	85	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	366														
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	367														
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	368														
30	30	87	87	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	369	dich													
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	370	Was													
30	30	87	87	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	371														
30	30	88	88	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	372														
30	30	177/2	177/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	373														
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	374														
30	30	87	87	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	375														
30	30	88	88	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	376														
30	30	177/2	177/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	377														
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	378														
31	31	90	90	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	379	drängst													
31	31	183/2	183/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	380														
31	31	92	92	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	381														
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	382	du													
31	31	90	90	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	383														
31	31	91	91	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	384														
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	385														
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	386														
31	31	90	90	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	387														
31	31	91	91	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	388														
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	389														
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	390														
32	32	93	93	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	391	denn													
32	32	94	94	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	392	so													
32	32	189/2	189/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	393	wun-													
32	32	95	95	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	394														
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	395	der-													
32	32	93	93	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	396														
32	32	94	94	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	397														
32	32	189/2	189/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	398														
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	399														
32	32	93	93	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	400														
32	32	94	94	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	401														
32	32	189/2	189/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	402														
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	403														
33	33	96	96	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	404	-lich,													
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	405	mein													
33	33	96	96	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	406														
33	33	97	97	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	407														
33	33	195/2	195/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	408														
33	33	197/2	197/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																2	
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	409													2	
33	33	96	96	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	410														
33	33	97	97	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	411														
33	33	195/2	195/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	412														
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	413														
34	34	99	99	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	414	Herz,													
34	34	201/2	201/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	415														
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	416	mein													
34	34	99	99	0.0	0	0	Spanner	6/8	2	1	0																	
34	34	99	99	0.0	0	0	Spanner	6/8	2	1	0															1		
34	34	99	99	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	417												1		
34	34	100	100	0.0	1/4	1/4	Spanner	6/8	2	1	0																	
34	34	100	100	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	418														
34	34	201/2	201/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	419														
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	420														
34	34	99	99	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	421														
34	34	100	100	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	422														
34	34	201/2	201/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	423														
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	424														
35	35	102	102	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	425	Herz?													
35	35	207/2	207/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	426														
35	35	102	102	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	427														
35	35	103	103	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	428														
35	35	207/2	207/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	429														
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	430														
35	35	102	102	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	431														
35	35	103	103	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	432														
35	35	207/2	207/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	433														
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	434														
36	36	105	105	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	435														
36	36	213/2	213/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	436										5				
36	36	107	107	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	437										5				
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	438														
36	36	105	105	1.0	0	0	Chord	6/8	2	2	1/4	1/4	1	439														
36	36	106	106	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	440														
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	441														
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	442														
36	36	105	105	0.0	0	0	Dynamic	6/8	3	1	0					pp												
36	36	105	105	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	443														
36	36	106	106	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	444														
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	445														
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	446														
37	37	219/2	219/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					mf												
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	447	Die													
37	37	108	108	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	448														
37	37	219/2	219/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	449														
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	450														
37	37	108	108	1.0	0	0	Chord	6/8	2	2	1/4	1/4	1	451														
37	37	109	109	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	452														
37	37	219/2	219/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	453														
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	454														
37	37	108	108	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	455														
37	37	109	109	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	456														
37	37	219/2	219/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	457														
37	37	221/2	221/2	0.0	5/8	5/8	Dynamic	6/8	3	1	0					p												
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	458														
38	38	111	111	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	459	Post													
38	38	112	112	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	460	bringt													
38	38	225/2	225/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	461	kei-													
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	462	-nen													
38	38	111	111	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	463														
38	38	112	112	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	464														
38	38	225/2	225/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	465														
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	466														
38	38	111	111	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	467														
38	38	112	112	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	468														
38	38	225/2	225/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	469														
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	470														
39	39	114	114	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	471	Brief													
39	39	115	115	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	472	für													
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	473	dich,													
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	474	mein													
39	39	114	114	0.0	0	0	Spanner	6/8	2	1	0																	1
39	39	114	114	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	475														1
39	39	115	115	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	476														1
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	477														1
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	478														1
39	39	114	114	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	479														
39	39	115	115	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	480														
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	481														
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	482														
40	40	117	117	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	483	Herz,													
40	40	237/2	237/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	484														
40	40	119	119	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	485														
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	486	mein													
40	40	117	117	0.0	0	0	Spanner	6/8	2	1	0																	
40	40	117	117	0.0	0	0	Spanner	6/8	2	1	0															2		
40	40	117	117	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	487												2		
40	40	118	118	0.0	1/4	1/4	Spanner	6/8	2	1	0																	
40	40	118	118	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	488														
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	489														
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	490														
40	40	117	117	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	491														
40	40	118	118	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	492														
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	493														
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	494														
41	41	120	120	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	495	Herz,									6				
41	41	243/2	243/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	496														
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	497	was													
41	41	120	120	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	498														
41	41	121	121	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	499														
41	41	243/2	243/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	500														
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	501														
41	41	120	120	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	502														
41	41	121	121	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	503														
41	41	243/2	243/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	504														
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	505														
42	42	123	123	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	506	drängst													
42	42	124	124	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	507	du													
42	42	249/2	249/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	508	denn													
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	509	so													
42	42	123	123	0.0	0	0	Dynamic	6/8	2	1	0					p												
42	42	123	123	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	510														
42	42	124	124	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	511														
42	42	249/2	249/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	512														
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	513														
42	42	123	123	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	514														
42	42	124	124	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	515														
42	42	249/2	249/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	516														
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	517														
43	43	126	126	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	518	wun-													
43	43	127	127	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	519	-der-													
43	43	255/2	255/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	520	-lich,													
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	521	mein													
43	43	126	126	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	522														
43	43	127	127	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	523														
43	43	255/2	255/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	524														
43	43	257/2	257/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																3	
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	525													3	
43	43	126	126	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	526														
43	43	127	127	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	527														
43	43	255/2	255/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	528														
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	529														
44	44	129	129	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	530	Herz,									7				
44	44	129	129	0.0	0	0	Spanner	6/8	2	1	0																	
44	44	129	129	0.0	0	0	Spanner	6/8	2	1	0															3		
44	44	129	129	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	531												3		
44	44	130	130	0.0	1/4	1/4	Spanner	6/8	2	1	0																	
44	44	130	130	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	532														
44	44	261/2	261/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	533														
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	534														
44	44	129	129	0.0	0	0	Dynamic	6/8	3	1	0					f												
44	44	129	129	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	535														
44	44	130	130	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	536														
44	44	261/2	261/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	537														
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	538														
45	45	132	132	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	539														
45	45	267/2	267/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	540														
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	541	mein													
45	45	132	132	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	542														
45	45	133	133	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	543														
45	45	267/2	267/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	544														
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	545														
45	45	132	132	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	546														
45	45	133	133	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	547														
45	45	267/2	267/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	548														
