mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
19	18	207/4	207/4	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	252	-steck-													
19	18	52	52	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	253														
19	18	209/4	209/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	254														
19	18	105/2	105/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	255														
19	18	211/4	211/4	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	256	-tes													
19	18	53	53	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	257														
19	18	213/4	213/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	258	Schild,													
19	18	217/4	217/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	259	so													
19	18	207/4	207/4	0.0	0	0	Dynamic	6/8	2	1	0						p												
19	18	209/4	209/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	260														
19	18	215/4	215/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	261														
19	18	207/4	207/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	262														
19	18	213/4	213/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	263														
20	19	219/4	219/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	264	hätt													
20	19	221/4	221/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	265														
20	19	223/4	223/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	266	er													
20	19	225/4	225/4	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	267	nim-													
20	19	57	57	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	268														
20	19	229/4	229/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	269	-mer													
20	19	441/8	441/8	0.125	3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	270											30			
20	19	221/4	221/4	1.0	1/8	1/8	Chord	6/8	2	1	1/4		1/4	1	271			articAccentAbove											
20	19	453/8	453/8	0.125	15/32	15/32	Chord	6/8	2	1	1/32		1/32	1	272											31			
20	19	227/4	227/4	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	273			articAccentAbove											
20	19	219/4	219/4	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	274														
20	19	225/4	225/4	1.5	3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	275														
21	20	231/4	231/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	276	su-													
21	20	233/4	233/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	277														
21	20	117/2	117/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	278														
21	20	235/4	235/4	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	279	-chen													
21	20	59	59	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	280														
21	20	237/4	237/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	281	wol-													
21	20	239/4	239/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	282	-len													
21	20	241/4	241/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	283	im													
21	20	465/8	465/8	0.125	3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	284											32			
21	20	233/4	233/4	1.0	1/8	1/8	Chord	6/8	2	1	1/4		1/4	1	285			articAccentAbove											
21	20	477/8	477/8	0.125	15/32	15/32	Chord	6/8	2	1	1/32		1/32	1	286											33			
21	20	239/4	239/4	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	287			articAccentAbove											
21	20	231/4	231/4	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	288														
21	20	237/4	237/4	1.5	3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	289														
22	21	243/4	243/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	290	-Haus													
22	21	245/4	245/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	291														
22	21	247/4	247/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	292	ein													
22	21	249/4	249/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	293	treu-													
22	21	251/4	251/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	294														
22	21	253/4	253/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	295	-es													
22	21	245/4	245/4	0.0	1/8	1/8	Chord	6/8	2	1	0	grace16	1/16	1	296														
22	21	245/4	245/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	297														
22	21	251/4	251/4	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	298														
22	21	251/4	251/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	299														
22	21	243/4	243/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	300														
22	21	249/4	249/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	301														
23	22	255/4	255/4	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	302	Frau-													
23	22	129/2	129/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	303														
23	22	259/4	259/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	304	-en-													
23	22	261/4	261/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	305	-bild.													
23	22	255/4	255/4	0.0	0	0	Dynamic	6/8	2	1	0						f												
23	22	257/4	257/4	0.0	1/8	1/8	Chord	6/8	2	1	0	grace16	1/16	1	306														
23	22	257/4	257/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	307														
23	22	259/4	259/4	0.0	1/4	1/4	Chord	6/8	2	1	0	grace16	1/16	1	308														
23	22	259/4	259/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	309														
23	22	261/4	261/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace16	1/16	1	310														
23	22	261/4	261/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	311														
23	22	66	66	0.0	9/16	9/16	Dynamic	6/8	2	1	0						f												
23	22	66	66	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	312											34			
23	22	265/4	265/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	313											34			
23	22	133/2	133/2	0.0	11/16	11/16	Spanner	6/8	2	1	0															34		2	
23	22	133/2	133/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	314											34		2	
23	22	255/4	255/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	315														
23	22	259/4	259/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	316														
23	22	261/4	261/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	317														
23	22	66	66	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	318											35			
23	22	265/4	265/4	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	319											35			
23	22	133/2	133/2	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	320											35			
24	23	267/4	267/4	0.0	0	0	Spanner	6/8	2	1	0															34			
24	23	267/4	267/4	0.0	0	0	Spanner	6/8	2	1	0															34	5		
24	23	267/4	267/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	321											34	5		
24	23	269/4	269/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	322											34	5		
24	23	271/4	271/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	323											34	5		
24	23	273/4	273/4	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	324												5		
24	23	69	69	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	325											36	5		
24	23	277/4	277/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	326											36	5		
24	23	139/2	139/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	327												5		
24	23	267/4	267/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	328											35			
24	23	269/4	269/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	329											35			
24	23	271/4	271/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	330											35			
24	23	273/4	273/4	0.75	3/8	3/8	Chord	6/8	3	1	3/16		1/8	3/2	331														
24	23	69	69	0.0	9/16	9/16	Dynamic	6/8	3	1	0						p												
24	23	69	69	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	332											37			
24	23	277/4	277/4	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	333											37			
24	23	139/2	139/2	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	334														
25	24	289/4	289/4	0.0	5/8	5/8	StaffText	6/8	1	1	0								leise										
25	24	289/4	289/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	335	Der													
25	24	279/4	279/4	0.0	0	0	Spanner	6/8	2	1	0																		
25	24	279/4	279/4	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	336											38			
25	24	141/2	141/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	337											38			
25	24	283/4	283/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	338											38			
25	24	71	71	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	339											38			
25	24	285/4	285/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	340														
25	24	289/4	289/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	341														
25	24	279/4	279/4	0.75	0	0	Chord	6/8	3	1	3/16		1/8	3/2	342											39			
25	24	141/2	141/2	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	343											39			
25	24	283/4	283/4	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	344											39			
25	24	71	71	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	345											39			
25	24	285/4	285/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	346														
25	24	289/4	289/4	0.0	5/8	5/8	Dynamic	6/8	3	1	0						pp												
25	24	289/4	289/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	347											40			
26	25	291/4	291/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	348	Wind													
26	25	293/4	293/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	349														
26	25	295/4	295/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	350	spielt													
26	25	297/4	297/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	351	drin-													
26	25	299/4	299/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	352														
26	25	301/4	301/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	353	-nen													
26	25	291/4	291/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	354											41			
26	25	293/4	293/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	355											41			
26	25	295/4	295/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	356											41			
26	25	297/4	297/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	357											41			
26	25	299/4	299/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	358											41			
26	25	301/4	301/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	359														
26	25	291/4	291/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	360											42			
26	25	293/4	293/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	361											42			
26	25	295/4	295/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	362											42			
26	25	297/4	297/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	363											42			
26	25	299/4	299/4	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	364											42			
26	25	301/4	301/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	365														
27	26	303/4	303/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	366	-mit													
27	26	305/4	305/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	367														
27	26	307/4	307/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	368	den													
27	26	309/4	309/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	369	Her-													
27	26	311/4	311/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	370														
27	26	313/4	313/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	371	-zen													
27	26	303/4	303/4	0.0	0	0	Chord	6/8	2	1	0	grace16	1/16	1	372														
27	26	303/4	303/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	373											43			
27	26	305/4	305/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	374											43			
27	26	307/4	307/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	375											43			
27	26	309/4	309/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	376											43			
27	26	311/4	311/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	377											43			
27	26	313/4	313/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	378														
27	26	303/4	303/4	0.0	0	0	Chord	6/8	3	1	0	grace16	1/16	1	379														
27	26	303/4	303/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	380											44			
27	26	305/4	305/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	381											44			
27	26	307/4	307/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	382											44			
27	26	309/4	309/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	383											44			
27	26	311/4	311/4	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	384											44			
27	26	313/4	313/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	385														
28	27	315/4	315/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	386	wie													
28	27	317/4	317/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	387	auf													
28	27	319/4	319/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	388	dem													
28	27	321/4	321/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	389	Dach,													
28	27	325/4	325/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	390	nur													
28	27	315/4	315/4	0.0	0	0	Spanner	6/8	2	1	0																	3	
28	27	315/4	315/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	391											45		3	
28	27	317/4	317/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	392											45		3	
28	27	319/4	319/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	393													3	
28	27	321/4	321/4	0.0	3/8	3/8	Spanner	6/8	2	1	0																6	3	
28	27	321/4	321/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	394											46	6	3	
28	27	325/4	325/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	395											47	6	3	
28	27	315/4	315/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	396											48			
28	27	317/4	317/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	397											48			
28	27	319/4	319/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	398														
28	27	321/4	321/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	399											49			
28	27	325/4	325/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	400											50			
29	28	327/4	327/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	401	nicht													
29	28	329/4	329/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	402														
29	28	331/4	331/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	403	so													
29	28	333/4	333/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	404	laut.													
29	28	327/4	327/4	0.0	0	0	Spanner	6/8	2	1	0																		
29	28	327/4	327/4	0.0	0	0	Spanner	6/8	2	1	0																		
29	28	327/4	327/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	405											51			
29	28	333/4	333/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	406														
29	28	84	84	0.0	9/16	9/16	Dynamic	6/8	2	1	0						pp												
29	28	84	84	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	407											52			
29	28	337/4	337/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	408											52			
29	28	169/2	169/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	409														
29	28	327/4	327/4	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	410											53			
29	28	333/4	333/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	411														
29	28	84	84	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	412											54			
29	28	337/4	337/4	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	413											54			
29	28	169/2	169/2	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	414														
30	29	349/4	349/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	415	Was													
30	29	339/4	339/4	0.0	0	0	Spanner	6/8	2	1	0																	4	
30	29	339/4	339/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	416											55		4	
30	29	341/4	341/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	417											55		4	
30	29	343/4	343/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	418											55		4	
30	29	345/4	345/4	0.0	3/8	3/8	Spanner	6/8	2	1	0															55		4	1
30	29	345/4	345/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	419											55		4	1
30	29	347/4	347/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	420											55		4	1
30	29	349/4	349/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	421													4	1
30	29	339/4	339/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	422											56			
30	29	341/4	341/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	423											56			
30	29	343/4	343/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	424											56			
30	29	345/4	345/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	425											56			
30	29	347/4	347/4	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	426											56			
30	29	349/4	349/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	427														
31	30	351/4	351/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	428	fra-													
31	30	355/4	355/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	429	-gen													
31	30	357/4	357/4	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	430	sie													
31	30	90	90	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	431	nach													
31	30	361/4	361/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	432	mei-													
31	30	181/2	181/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	433	-nen													
31	30	351/4	351/4	0.0	0	0	Dynamic	6/8	2	1	0						mf												
31	30	351/4	351/4	0.0	0	0	Spanner	6/8	2	1	0																		
31	30	351/4	351/4	0.0	0	0	Spanner	6/8	2	1	0																		
31	30	351/4	351/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	434														
31	30	357/4	357/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	435														
31	30	351/4	351/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	436														
31	30	357/4	357/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	437														
32	31	363/4	363/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	438	Schmer-													
32	31	367/4	367/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	439	-zen?													
32	31	373/4	373/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	440	ihr													
32	31	363/4	363/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	441														
32	31	369/4	369/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	442														
32	31	363/4	363/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	443														
32	31	369/4	369/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	444														
33	32	375/4	375/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	445	Kind													
33	32	377/4	377/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	446														
33	32	379/4	379/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	447	ist													
33	32	381/4	381/4	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	448	ei-													
33	32	191/2	191/2	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	449														
33	32	383/4	383/4	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	450														
33	32	96	96	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	451														
33	32	385/4	385/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	452	-ne													
33	32	193/2	193/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	453														
33	32	375/4	375/4	0.0	0	0	Spanner	6/8	2	1	0																		2
33	32	375/4	375/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	454														2
33	32	381/4	381/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	455														2
33	32	375/4	375/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	456														
33	32	381/4	381/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	457														
34	33	387/4	387/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	458	rei-													
34	33	391/4	391/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	459	-che													
34	33	393/4	393/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	460	Braut.													
34	33	387/4	387/4	0.0	0	0	Dynamic	6/8	2	1	0						f												
34	33	387/4	387/4	0.0	0	0	Spanner	6/8	2	1	0																		
34	33	387/4	387/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	461											57			
34	33	97	97	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	462											57			
34	33	389/4	389/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	463											57			
34	33	195/2	195/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	464														
34	33	391/4	391/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	465														
34	33	98	98	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	466														
34	33	393/4	393/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	467														
34	33	99	99	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	468											58			
34	33	397/4	397/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	469											58			
34	33	199/2	199/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	470														
34	33	387/4	387/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	471														
34	33	389/4	389/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	472														
34	33	391/4	391/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	473														
34	33	393/4	393/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	474														
34	33	395/4	395/4	0.0	1/2	1/2	Dynamic	6/8	3	1	0						p												
34	33	99	99	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	475											59			
34	33	397/4	397/4	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	476											59			
34	33	199/2	199/2	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	477														
35	34	409/4	409/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	478	Der													
35	34	399/4	399/4	0.0	0	0	Spanner	6/8	2	1	0																7		
35	34	399/4	399/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	479											60	7		
35	34	401/4	401/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	480											60	7		
35	34	403/4	403/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	481											60	7		
35	34	405/4	405/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	482											60	7		
35	34	407/4	407/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	483											60	7		
35	34	409/4	409/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	484												7		
35	34	399/4	399/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	485											61			
35	34	401/4	401/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	486											61			
35	34	403/4	403/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	487											61			
35	34	405/4	405/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	488											61			
35	34	407/4	407/4	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	489											61			
35	34	409/4	409/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	490														
36	35	411/4	411/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	491	Wind													
36	35	413/4	413/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	492														
36	35	415/4	415/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	493	spielt													
36	35	417/4	417/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	494	drin-													
36	35	419/4	419/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	495														
36	35	421/4	421/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	496	-nen													
36	35	411/4	411/4	0.0	0	0	Dynamic	6/8	2	1	0						pp												
36	35	411/4	411/4	0.0	0	0	Spanner	6/8	2	1	0																		
36	35	411/4	411/4	0.0	0	0	Chord	6/8	2	1	0	grace16	1/16	1	497														
36	35	411/4	411/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	498			articAccentBelow								62			
36	35	417/4	417/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	499														
36	35	417/4	417/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	500														
36	35	417/4	417/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	501														
36	35	417/4	417/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	502														
36	35	411/4	411/4	0.0	0	0	Chord	6/8	3	1	0	grace16	1/16	1	503														
36	35	411/4	411/4	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	504			ornamentTrill								63			
36	35	417/4	417/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	505														
