mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	502	-stern													
32	32	93	93	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	503														
32	32	373/4	373/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	504														
32	32	187/2	187/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	505														
32	32	375/4	375/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	506														
32	32	94	94	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	507														
32	32	377/4	377/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	508														
32	32	189/2	189/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	509														
32	32	379/4	379/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	510														
32	32	95	95	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	511														
32	32	381/4	381/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	512														
32	32	191/2	191/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	513														
32	32	383/4	383/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	514														
32	32	93	93	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	515										22				
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	516										22				
32	32	94	94	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	517										22				
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	518										22				
32	32	95	95	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	519										22				
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	520														
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	521	san-													
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	522	-gen													
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	523	die													
33	33	96	96	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	524														
33	33	385/4	385/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	525														
33	33	193/2	193/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	526														
33	33	387/4	387/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	527														
33	33	97	97	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	528														
33	33	389/4	389/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	529														
33	33	195/2	195/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	530														
33	33	391/4	391/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	531														
33	33	98	98	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	532														
33	33	393/4	393/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	533														
33	33	197/2	197/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	534														
33	33	395/4	395/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	535														
33	33	96	96	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	536										23				
33	33	97	97	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	537														
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	538										24				
34	34	99	99	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	539	Lerch													
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	540	und													
34	34	100	100	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	541	Nach-													
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	542	-ti-													
34	34	101	101	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	543	-gall													
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	544	im													
34	34	99	99	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	545														
34	34	397/4	397/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	546														
34	34	199/2	199/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	547														
34	34	399/4	399/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	548														
34	34	100	100	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	549														
34	34	401/4	401/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	550														
34	34	201/2	201/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	551														
34	34	403/4	403/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	552														
34	34	101	101	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	553														
34	34	405/4	405/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	554														
34	34	203/2	203/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	555														
34	34	407/4	407/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	556														
34	34	99	99	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	557										24				
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	558										24				
34	34	100	100	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	559										24				
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	560										24				
34	34	101	101	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	561										24				
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	562														
35	35	102	102	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	563	Streit.													
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	564	Die													
35	35	102	102	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	565														
35	35	409/4	409/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	566														
35	35	205/2	205/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	567														
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	568														
35	35	103	103	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	569														
35	35	413/4	413/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	570														
35	35	207/2	207/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	571														
35	35	415/4	415/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	572														
35	35	104	104	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	573														
35	35	417/4	417/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	574														
35	35	209/2	209/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	575														
35	35	419/4	419/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	576														
35	35	102	102	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	577														
35	35	103	103	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	578										25				
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	579										25				
35	35	104	104	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	580										25				
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	581														
36	36	105	105	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	582	run-													
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	583	-den													
36	36	106	106	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	584	Lin-													
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	585	-den-													
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	586	-baü-													
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	587	-me													
36	36	105	105	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	588														
36	36	421/4	421/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	589														
36	36	211/2	211/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	590														
36	36	423/4	423/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	591														
36	36	106	106	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	592														
36	36	425/4	425/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	593														
36	36	213/2	213/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	594														
36	36	427/4	427/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	595														
36	36	107	107	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	596														
36	36	429/4	429/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	597														
36	36	215/2	215/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	598														
36	36	431/4	431/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	599														
36	36	105	105	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	600										26				
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	601										26				
36	36	106	106	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	602										26				
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	603										26				
36	36	107	107	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	604										26				
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	605														
37	37	108	108	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	606	blüh-													
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	607	-ten,													
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	608	die													
37	37	108	108	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	609														
37	37	433/4	433/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	610														
37	37	217/2	217/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	611														
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	612														
37	37	109	109	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	613														
37	37	437/4	437/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	614														
37	37	219/2	219/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	615														
37	37	439/4	439/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	616														
37	37	110	110	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	617														
37	37	441/4	441/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	618														
37	37	221/2	221/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	619														
37	37	443/4	443/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	620														
37	37	108	108	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	621										27				
37	37	109	109	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	622														
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	623														
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	624	kla-													
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	625	-ren													
38	38	112	112	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	626	Rin-													
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	627	-nen													
38	38	113	113	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	628	rausch-													
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	629	-ten													
38	38	111	111	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	630														
38	38	445/4	445/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	631														
38	38	223/2	223/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	632														
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	633														
38	38	112	112	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	634														
38	38	449/4	449/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	635														
38	38	225/2	225/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	636														
38	38	451/4	451/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	637														
38	38	113	113	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	638														
38	38	453/4	453/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	639														
38	38	227/2	227/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	640														
38	38	455/4	455/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	641														
38	38	111	111	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	642										28				
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	643										28				
38	38	112	112	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	644										28				
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	645										28				
38	38	113	113	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	646										28				
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	647														
39	39	114	114	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	648	hell,													
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	649	und													
39	39	114	114	0.0	0	0	StaffText	3/4	2	1	0							cresc.										
39	39	114	114	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	650														
39	39	457/4	457/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	651														
39	39	229/2	229/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	652														
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	653														
39	39	115	115	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	654														
39	39	461/4	461/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	655														
39	39	231/2	231/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	656														
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	657														
39	39	116	116	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	658														
39	39	465/4	465/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	659														
39	39	233/2	233/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	660														
39	39	467/4	467/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	661														
39	39	114	114	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	662														
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	663										29				
39	39	116	116	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	664										29				
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	665														
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	666	ach,													
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	667	zwei													
40	40	118	118	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	668	Mäd-													
40	40	475/4	475/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	669	-chen-													
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	670	-au-													
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	671	-gen													
40	40	469/4	469/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																	8
40	40	469/4	469/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	672														8
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	673														8
40	40	473/4	473/4	0.0	5/16	5/16	Spanner	3/4	2	1	0																12	8
40	40	473/4	473/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	674													12	8
40	40	475/4	475/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	675													12	8
40	40	477/4	477/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	676													12	8
40	40	479/4	479/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	677													12	8
40	40	117	117	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	678														
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	679														
40	40	118	118	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	680														
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	681														
40	40	119	119	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	682														
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	683														
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	684	glüh-													
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	685	-ten!													
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	686	da													
41	41	120	120	0.0	0	0	Spanner	3/4	2	1	0																	
41	41	120	120	0.0	0	0	Spanner	3/4	2	1	0																	
41	41	481/4	481/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	687														
41	41	483/4	483/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	688														
41	41	485/4	485/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	689														
41	41	487/4	487/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	690														
41	41	489/4	489/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	691														
41	41	491/4	491/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	692														
41	41	120	120	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	693														
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	694														
41	41	121	121	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	695														
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	696														
41	41	122	122	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	697														
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	698			articAccentAbove											
42	42	123	123	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	699	wär's													
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	700	ge-													
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	701	-schen													
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	702	um													
42	42	125	125	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	703	dich,													
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	704	Ge-													
42	42	493/4	493/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	705														
42	42	495/4	495/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	706														
42	42	497/4	497/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	707														
42	42	499/4	499/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	708														
42	42	501/4	501/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	709														
42	42	503/4	503/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	710														
42	42	123	123	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	711														
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	712														
42	42	124	124	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	713														
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	714														
42	42	125	125	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	715														
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	716														
43	43	126	126	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	717	-sell!													
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	718	und													
43	43	126	126	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	719														
43	43	505/4	505/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	720										30				
43	43	253/2	253/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	721										30				
43	43	507/4	507/4	0.0	3/16	3/16	StaffText	3/4	2	1	0							cresc.						30				
43	43	507/4	507/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	722										30				
43	43	127	127	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	723										30				
43	43	509/4	509/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	724										30				
43	43	255/2	255/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	725										30				
43	43	511/4	511/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	726										30				
43	43	128	128	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	727										30				
43	43	513/4	513/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	728										30				
43	43	257/2	257/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	729										30				
43	43	515/4	515/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	730														
43	43	126	126	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	731														
43	43	127	127	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	732										31				
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	733										31				
43	43	128	128	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	734										31				
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	735														
44	44	129	129	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	736	ach,													
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	737	zwei													
44	44	130	130	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	738	Mäd-													
44	44	523/4	523/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	739	-chen-													
44	44	131	131	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	740	-au-													
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	741	-gen													
44	44	517/4	517/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																	9
44	44	517/4	517/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	742														9
44	44	519/4	519/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	743														9
44	44	521/4	521/4	0.0	5/16	5/16	Spanner	3/4	2	1	0																13	9
44	44	521/4	521/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	744													13	9
44	44	523/4	523/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	745													13	9
44	44	525/4	525/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	746													13	9
44	44	527/4	527/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	747													13	9
44	44	129	129	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	748														
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	749														
44	44	130	130	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	750														
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	751														
44	44	131	131	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	752														
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	753														
45	45	132	132	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	754	glüh-													
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	755	-ten!													
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	756	da													
45	45	132	132	0.0	0	0	Spanner	3/4	2	1	0																	
45	45	132	132	0.0	0	0	Spanner	3/4	2	1	0																	
45	45	529/4	529/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	757														
45	45	531/4	531/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	758														
45	45	533/4	533/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	759														
45	45	535/4	535/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	760														
45	45	537/4	537/4	0.0	9/16	9/16	Dynamic	3/4	2	1	0					p												
45	45	537/4	537/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	761														
45	45	539/4	539/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	762														
45	45	132	132	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	763														
45	45	265/2	265/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	764														
45	45	133	133	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	765														
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	766														
45	45	134	134	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	767														
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	768														
46	46	135	135	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	769	wär's													
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	770	ge-													
46	46	136	136	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	771	-schehn													
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	772	um													
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	773	dich,													
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	774	Ge-													
46	46	541/4	541/4	0.0	1/16	1/16	Dynamic	3/4	2	1	0					p												
46	46	541/4	541/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	775														
46	46	543/4	543/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	776														
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	777														
