mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	97										18				
16	16	31	31	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	98														
16	16	30	30	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	99														
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	100														
17	17	32	32	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	101	Fü-													
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	102	-sse													
17	17	33	33	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	103	fru-													
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	104	-gen													
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	105	mich													
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	106	nach													
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	107			articAccentBelow							19				
17	17	33	33	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	108														
17	17	32	32	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	109														
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	110														
18	18	34	34	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	111	Rast,													
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	112	es													
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	113			articAccentBelow							20				
18	18	35	35	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	114														
18	18	34	34	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	115														
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	116														
19	19	36	36	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	117	war													
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	118	zu													
19	19	37	37	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	119	kalt													
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	120	zum													
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	121			articAccentBelow							21				
19	19	37	37	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	122														
19	19	36	36	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	123														
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	124														
20	20	38	38	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	125														
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	126	ste-													
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	127	-hen;													
20	20	79/2	79/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						pp												
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	128	der													
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	129			articAccentBelow							22				
20	20	39	39	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	130														
20	20	38	38	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	131														
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	132														
21	21	40	40	0.0	0	0	StaffText	2/4	1	1	0								(leise)										
21	21	40	40	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	133	Rüc-									23				
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	134														
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	135	-ken									24				
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	136														
21	21	41	41	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	137	füh-									25				
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	138														
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	139	-lte									26				
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	140														
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	141										27				
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	142														
21	21	40	40	0.0	0	0	Dynamic	2/4	3	1	0						pp												
21	21	40	40	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	143														
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	144														
22	22	42	42	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	145	-kei-									28				
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	146														
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	147	-ne									29				
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	148														
22	22	43	43	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	149	Last,													
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	150										30				
22	22	43	43	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	151														
22	22	42	42	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	152														
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	153														
23	23	91/2	91/2	0.0	3/8	3/8	StaffText	2/4	1	1	0								(stark)										
23	23	91/2	91/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						f												
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	154	der													
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	155										31				
23	23	45	45	0.0	1/4	1/4	Spanner	2/4	2	1	0															0			
23	23	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	156											0			
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	157											0			
23	23	44	44	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	158														
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	159														
24	24	46	46	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	160	-Sturm									32				
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	161														
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	162	half									33				
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	163														
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	164	-fort									34				
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	165														
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	166	mich									35				
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	167														
24	24	46	46	0.0	0	0	Spanner	2/4	2	1	0																		
24	24	93/2	93/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						f												
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	168										36				
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	169			articAccentAbove											
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	170														
24	24	46	46	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	171														
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	172														
25	25	48	48	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	173	we-													
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	174	-hen													
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	175			articAccentAbove							37				
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	176														
25	25	48	48	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	177														
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	178														
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	179	der													
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	180										38				
26	26	51	51	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	181														
26	26	50	50	0.0	0	0	Dynamic	2/4	3	1	0						pp												
26	26	50	50	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	182														
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	183														
27	27	52	52	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	184	Rüc-									39				
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	185														
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	186	-ken									40				
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	187														
27	27	53	53	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	188	fühl-									41				
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	189														
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	190	-te									42				
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	191														
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	192										43				
27	27	53	53	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	193														
27	27	52	52	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	194														
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	195														
28	28	54	54	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	196	kei-									44				
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	197														
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	198	-ne									45				
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	199														
28	28	55	55	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	200	Last,													
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	201										46				
28	28	55	55	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	202														
28	28	54	54	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	203														
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	204														
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	205	der													
29	29	113/2	113/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	206										47				
29	29	57	57	0.0	1/4	1/4	Spanner	2/4	2	1	0															1			
29	29	57	57	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	207											1			
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	208											1			
29	29	56	56	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	209														
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	210														
30	30	58	58	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	211	-Sturm									48				
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	212														
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	213	half									49				
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	214														
30	30	59	59	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	215	-fort									50				
30	30	237/4	237/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	216														
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	217	mich									51				
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	218														
30	30	58	58	0.0	0	0	Spanner	2/4	2	1	0																		
30	30	117/2	117/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						f												
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	219										52				
30	30	59	59	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	220														
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	221														
30	30	58	58	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	222														
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	223														
31	31	60	60	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	224	we-													
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	225	-hen													
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	226														
31	31	121/2	121/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						p												
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	227										53				
31	31	61	61	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	228			articAccentBelow											
31	31	60	60	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	229														
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	230														
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	231										54				
32	32	63	63	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	232			articAccentBelow											
32	32	62	62	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	233														
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	234														
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	235										55				
33	33	65	65	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	236			articAccentBelow											
33	33	64	64	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	237														
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	238														
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	239										56				
34	34	67	67	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	240			articAccentBelow											
34	34	66	66	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	241														
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	242														
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	243										57				
35	35	69	69	0.0	1/4	1/4	Spanner	2/4	2	1	0																1		
35	35	69	69	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	244			articAccentBelow									1		
35	35	68	68	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	245														
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	246														
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	247	In													
36	36	70	70	0.0	0	0	Spanner	2/4	2	1	0																		
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	248										58				
36	36	71	71	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	249														
36	36	70	70	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	250														
37	37	72	72	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	251	ei-													
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	252	-nes													
37	37	73	73	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	253	Köh-													
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	254	-lers													
37	37	145/2	145/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						pp												
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	255										59				
37	37	73	73	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	256														
37	37	72	72	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	257														
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	258			articStaccatoAbove											
38	38	74	74	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	259	en-													
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	260	-gen													
