mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	75				articStaccatoAbove											
9	9	16	16	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	76	-zo-	Rei-										16			
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	77															
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	78	-gen,	-sen													
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	79	fremd	nicht													
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	80				articStaccatoBelow								17			
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	81				articStaccatoBelow								17			
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	82				articStaccatoBelow								17			
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	83				articStaccatoBelow											
9	9	16	16	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	84				articStaccatoAbove								18			
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	85				articStaccatoAbove								18			
9	9	17	17	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	86				articStaccatoAbove								18			
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	87				articStaccatoAbove											
10	10	18	18	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	88	zieh	wäh-													
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	89	ich	-len													
10	10	19	19	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	90	wie-	mit										19			
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	91															
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	92	-der	der										20			
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	93															
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	94															
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	95															
10	10	19	19	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	96															
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	97															
10	10	18	18	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	98															
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	99															
10	10	19	19	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	100															
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	101															
11	11	20	20	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	102	aus.	Zeit,													
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	103	Der	muss													
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	104				articStaccatoBelow								21			
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	105				articStaccatoBelow								21			
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	106				articStaccatoBelow								21			
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	107				articStaccatoBelow											
11	11	20	20	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	108				articStaccatoAbove								22			
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	109				articStaccatoAbove								22			
11	11	21	21	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	110				articStaccatoAbove								22			
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	111				articStaccatoAbove											
12	12	22	22	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	112	Mai	selbst													
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	113	war	den													
12	12	23	23	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	114	mir	Weg													
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	115	ge-	mir													
12	12	22	22	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	116				articStaccatoBelow								23			
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	117				articStaccatoBelow								23			
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	118				articStaccatoBelow								23			
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	119				articStaccatoBelow											
12	12	22	22	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	120				articStaccatoAbove								24			
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	121				articStaccatoAbove								24			
12	12	23	23	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	122				articStaccatoAbove								24			
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	123				articStaccatoAbove											
13	13	24	24	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	124	-wo-	wei-										25			
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	125															
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	126	-gen	-sen													
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	127	mit	in													
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	128				articStaccatoBelow								26			
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	129				articStaccatoBelow								26			
13	13	25	25	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	130				articStaccatoBelow								26			
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	131				articStaccatoBelow											
13	13	24	24	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	132				articStaccatoAbove								27			
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	133				articStaccatoAbove								27			
13	13	25	25	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	134				articStaccatoAbove								27			
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	135				articStaccatoAbove											
14	14	26	26	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	136	man-	die-													
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	137	-chen	-ser													
14	14	27	27	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	138	Blu-	Dun-										28			
14	14	109/4	109/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	139															
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	140	-men-	-kel-										29			
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	141															
14	14	26	26	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	142															
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	143															
14	14	27	27	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	144															
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	145															
14	14	26	26	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	146															
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	147															
14	14	27	27	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	148															
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	149															
15	15	28	28	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	150	-strauss.	-heit.													
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	151	Das	es													
15	15	28	28	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	152															
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	153															
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	154															
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	155															
15	15	28	28	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	156															
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	157															
15	15	29	29	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	158															
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	159															
16	16	30	30	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	160	Mäd-	zieht													
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	161	-chen	ein													
16	16	31	31	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	162	sprach	Mon-													
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	163	von	-den-													
16	16	30	30	0.0	0	0	StaffText	2/4	2	1	0								ligato										
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	164															
16	16	61/2	61/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	165															
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	166															
16	16	31	31	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	167															
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	168															
16	16	30	30	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	169															
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	170															
16	16	31	31	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	171															
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	172															
17	17	32	32	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	173	Lie-	-scha-										30			
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	174															
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	175	-be,	-ten													
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	176	die	als													
17	17	32	32	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	177															
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	178															
17	17	33	33	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	179															
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	180															
17	17	32	32	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	181															
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	182															
17	17	33	33	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	183															
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	184															
18	18	34	34	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	185	Mut-	mein										31			
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	186															
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	187	-ter	Ge-													
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	188	gar	-fähr-													
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	189	von	-te										32			
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	190															
18	18	34	34	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	191															
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	192															
18	18	35	35	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	193															
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	194															
18	18	34	34	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	195															
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	196															
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	197															
18	18	35	35	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	198															
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	199															
19	19	36	36	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	200	Eh',	mit,													
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	201	das	es													
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	202															
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	203												33			
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	204												33			
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	205															
19	19	36	36	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	206															
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	207												34			
19	19	37	37	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	208												34			
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	209															
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	210	Mäd-	zieht													
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	211	-chen	ein													
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	212	sprach	Mon-													
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	213	von	-den													
20	20	38	38	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	214															
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	215															
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	216															
20	20	39	39	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	217															
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	218															
20	20	38	38	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	219															
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	220															
20	20	39	39	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	221															
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	222															
21	21	40	40	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	223	Lie-	schat-										35			
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	224															
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	225	-be,	-ten													
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	226	die	als													
21	21	40	40	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	227															
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	228															
21	21	41	41	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	229															
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	230															
21	21	40	40	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	231															
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	232															
21	21	41	41	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	233															
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	234															
22	22	42	42	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	235	Mut-	mein										36			
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	236															
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	237	-ter	Ge-													
22	22	43	43	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	238	gar	-fähr-													
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	239	von	-te													
22	22	42	42	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	240															
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	241															
22	22	43	43	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	242															
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	243															
22	22	42	42	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	244															
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	245															
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	246															
22	22	43	43	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	247															
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	248															
23	23	44	44	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	249	Eh'	mit,													
23	23	44	44	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	250															
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	251															
23	23	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	252															
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	253															
23	23	44	44	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	254															
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	255															
23	23	45	45	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	256															
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	257															
24	24	46	46	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	258				articAccentAbove											
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	259															
