mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
49	49	387/4	387/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	542															
49	49	97	97	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	543	-dern,														
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	544	Gott														
49	49	96	96	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	545															
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	546															
49	49	97	97	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	547															
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	548															
49	49	96	96	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	549															
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	550															
49	49	97	97	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	551															
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	552															
50	50	98	98	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	553	hat														
50	50	393/4	393/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	554															
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	555	sie														
50	50	99	99	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	556	so														
50	50	199/2	199/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	557	ge-														
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	558															
50	50	98	98	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	559															
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	560															
50	50	99	99	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	561															
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	562															
50	50	98	98	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	563															
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	564															
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	565															
50	50	99	99	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	566															
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	567															
51	51	100	100	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	568	-macht														
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	569	von														
51	51	100	100	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	570															
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	571												50			
51	51	101	101	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	572												50			
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	573															
51	51	100	100	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	574															
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	575												51			
51	51	101	101	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	576												51			
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	577															
52	52	102	102	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	578	Ei-														
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	579	-nem														
52	52	103	103	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	580	zu														
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	581	dem														
52	52	102	102	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	582															
52	52	205/2	205/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	583															
52	52	411/4	411/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	584															
52	52	103	103	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	585															
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	586															
52	52	102	102	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	587															
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	588															
52	52	103	103	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	589															
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	590															
53	53	104	104	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	591	An-														
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	592															
53	53	105	105	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	593	-dern,														
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	594	Gott														
53	53	104	104	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	595															
53	53	209/2	209/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	596															
53	53	105	105	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	597															
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	598															
53	53	104	104	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	599															
53	53	209/2	209/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	600															
53	53	105	105	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	601															
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	602															
54	54	106	106	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	603	hat														
54	54	425/4	425/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	604															
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	605	sie														
54	54	107	107	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	606	so														
54	54	431/4	431/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	607	ge-														
54	54	106	106	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	608															
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	609															
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	610															
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	611															
54	54	106	106	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	612															
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	613															
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	614															
54	54	107	107	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	615															
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	616															
55	55	108	108	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	617	-macht.														
55	55	108	108	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	618															
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	619															
55	55	109	109	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	620															
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	621															
55	55	108	108	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	622															
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	623															
55	55	109	109	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	624															
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	625															
56	56	110	110	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	626				articAccentAbove											
56	56	443/4	443/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	627															
56	56	111	111	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	628															
56	56	110	110	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	629															
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	630															
56	56	111	111	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	631															
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	632															
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	633	Die														
57	57	112	112	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	634				articAccentAbove											
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	635															
57	57	113	113	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	636															
57	57	112	112	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	637															
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	638															
57	57	113	113	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	639															
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	640															
58	58	114	114	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	641	Lie-														
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	642	-be														
58	58	115	115	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	643	liebt														
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	644	das														
58	58	114	114	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	645				articAccentAbove											
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	646															
58	58	115	115	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	647															
58	58	114	114	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	648															
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	649															
58	58	115	115	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	650															
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	651															
59	59	116	116	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	652	Wan-														
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	653															
59	59	117	117	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	654	-dern,														
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	655	fein														
59	59	116	116	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	656				articAccentAbove											
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	657															
59	59	117	117	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	658															
59	59	116	116	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	659															
59	59	233/2	233/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	660															
59	59	117	117	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	661															
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	662															
60	60	118	118	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	663	Lieb-														
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	664	-chen,														
60	60	119	119	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	665	gu-														
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	666	-te														
60	60	118	118	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	667															
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	668															
60	60	119	119	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	669															
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	670															
60	60	118	118	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	671															
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	672															
60	60	119	119	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	673															
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	674															
61	61	120	120	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	675	Nacht!														
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	676	Von														
61	61	120	120	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	677															
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	678															
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	679															
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	680															
61	61	120	120	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	681															
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	682															
61	61	121	121	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	683															
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	684															
62	62	122	122	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	685	Ei-														
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	686	-nem														
62	62	123	123	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	687	zu														
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	688	dem														
62	62	122	122	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	689				articAccentBelow											
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	690															
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	691															
62	62	122	122	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	692															
62	62	245/2	245/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	693															
62	62	123	123	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	694															
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	695															
63	63	124	124	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	696	An-														
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	697															
63	63	125	125	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	698	dern,														
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	699	fein														
63	63	124	124	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	700				articAccentBelow											
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	701															
63	63	125	125	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	702															
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	703															
63	63	124	124	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	704															
63	63	249/2	249/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	705															
63	63	125	125	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	706															
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	707															
64	64	126	126	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	708	lieb-														
64	64	253/2	253/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	709	-chen														
64	64	127	127	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	710	gu-														
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	711	-te														
64	64	126	126	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	712															
64	64	253/2	253/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	713															
64	64	127	127	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	714															
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	715															
64	64	126	126	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	716															
64	64	253/2	253/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	717															
64	64	127	127	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	718															
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	719															
65	65	128	128	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	720	Nacht!														
65	65	128	128	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	721															
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	722												52			
65	65	128	128	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	723															
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	724															
65	65	129	129	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	725															
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	726															
65	65	128	128	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	727															
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	728															
65	65	129	129	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	729															
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	730															
66	66	130	130	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	731												52			
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	732												52			
66	66	131	131	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	733															
66	66	263/2	263/2	0.375	3/8	3/8	Chord	2/4	2	1	3/32	1/16	3/2	734												53			
66	66	1055/8	1055/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	735												53			
66	66	130	130	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	736															
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	737															
66	66	131	131	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	738															
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	739															
66	66	130	130	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	740															
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	741															
66	66	131	131	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	742															
66	66	263/2	263/2	0.0	3/8	3/8	Spanner	2/4	3	1	0																	4	
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	743														4	
67	67	132	132	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	744												54			
67	67	133	133	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	745															
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	746												55			
67	67	132	132	0.0	0	0	Spanner	2/4	3	1	0																		
67	67	132	132	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	747															
67	67	265/2	265/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	748															
67	67	133	133	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	749															
67	67	267/2	267/2	0.0	3/8	3/8	Spanner	2/4	3	1	0																	5	
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	750														5	
68	68	134	134	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	751												56			
68	68	135	135	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	752															
68	68	271/2	271/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	753												57			
68	68	134	134	0.0	0	0	Spanner	2/4	3	1	0																		
68	68	134	134	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	754															
68	68	269/2	269/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	755															
68	68	135	135	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	756															
68	68	271/2	271/2	0.0	3/8	3/8	Spanner	2/4	3	1	0																	6	
68	68	271/2	271/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	757												58		6	
69	69	136	136	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	758															
69	69	137	137	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	759												59			
69	69	549/4	549/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	760												59			
69	69	275/2	275/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	761				ornamentShortTrill								59			
69	69	551/4	551/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	762															
69	69	136	136	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	763															
69	69	137	137	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	764															
69	69	136	136	0.0	0	0	Spanner	2/4	3	1	0																		
69	69	136	136	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	765															
69	69	273/2	273/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	766															
69	69	137	137	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	767															
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	768															
70	70	138	138	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	769															
70	70	277/2	277/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	770															
70	70	139	139	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	771															
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	772															
70	70	138	138	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	773															
70	70	277/2	277/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	774															
70	70	139	139	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	775															
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	776															
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	777	Will														
71	71	140	140	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	778															
71	71	281/2	281/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						pp												
71	71	281/2	281/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	779															
71	71	141	141	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	780															
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	781															
71	71	140	140	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	782															
71	71	281/2	281/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	783															
71	71	141	141	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	784															
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	785															
72	72	142	142	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	786	dich														
72	72	285/2	285/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	787	im														
72	72	143	143	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	788	Traum														
72	72	287/2	287/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	789	nicht														
72	72	142	142	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	790															
72	72	285/2	285/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	791															
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	792															
72	72	287/2	287/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	793															
72	72	142	142	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	794															
72	72	285/2	285/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	795															
72	72	143	143	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	796															
72	72	287/2	287/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	797															
73	73	144	144	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	798	stö-														
73	73	579/4	579/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	799															
73	73	145	145	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	800	-ren,														
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	801	wär														
73	73	144	144	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	802															
73	73	289/2	289/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	803															
73	73	145	145	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	804															
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	805															
73	73	144	144	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	806															
73	73	289/2	289/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	807															
73	73	145	145	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	808															
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	809															
74	74	146	146	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	810	Schad'														
74	74	587/4	587/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	811	um														
74	74	147	147	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	812	dei-														
74	74	589/4	589/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	813															
74	74	295/2	295/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	814	-ne														
74	74	591/4	591/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	815															
74	74	146	146	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	816															
74	74	293/2	293/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	817															
74	74	147	147	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	818															
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	819															
74	74	146	146	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	820															
74	74	293/2	293/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	821															
74	74	147	147	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	822															
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	823															
75	75	148	148	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	824	Ruh,														
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	825	sollst														
75	75	148	148	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	826															
75	75	297/2	297/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	827															
75	75	149	149	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	828															
