mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
6	6	11	11	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	31														
7	7	12	12	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	32	"<font face=""Times New Roman""/>hel-"													
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	33	"-<font face=""Times New Roman""/>ler,"													
7	7	13	13	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	34	"<font face=""Times New Roman""/>wil-"													
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	35	"-<font face=""Times New Roman""/>der"													
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	36														
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	37														
7	7	12	12	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	38														
7	7	13	13	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	39														
8	8	14	14	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	40	"<font face=""Times New Roman""/>Fluss,"													
8	8	15	15	0.0	1/4	1/4	StaffText	2/4	1	1	0								(sehr leise)										
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	41	"<font face=""Times New Roman""/>wie"													
8	8	29/2	29/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	42														
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	43														
8	8	14	14	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	44														
8	8	15	15	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	45														
9	9	16	16	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	46	"<font face=""Times New Roman""/>still"													
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	47	"<font face=""Times New Roman""/>bist"													
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	48	"<font face=""Times New Roman""/>du"													
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	49	"<font face=""Times New Roman""/>ge-"													
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	50														
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	51														
9	9	16	16	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	52														
9	9	17	17	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	53														
10	10	18	18	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	54	"-<font face=""Times New Roman""/>wor-"													
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	55														
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	56	"<font face=""Times New Roman""/>gibst"													
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	57														
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	58														
10	10	18	18	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	59														
10	10	19	19	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	60														
11	11	20	20	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	61														
11	11	20	20	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	62														
11	11	20	20	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	63	"<font face=""Times New Roman""/>kei-"									0				
11	11	81/4	81/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	64														
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	65	"-<font face=""Times New Roman""/>nen"									1				
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	66														
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	67	"<font face=""Times New Roman""/>Schei-"													
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	68	"-<font face=""Times New Roman""/>de-"													
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	69														
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	70														
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	71														
11	11	20	20	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	72														
11	11	21	21	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	73														
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	74														
12	12	22	22	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	75	"-<font face=""Times New Roman""/>gruss."													
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	76														
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	77														
12	12	22	22	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	78														
12	12	23	23	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	79														
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	80	"<font face=""Times New Roman""/>Mit"													
13	13	24	24	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	81			articStaccatoBelow							2				
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	82			articStaccatoBelow							2				
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	83			articStaccatoBelow							2				
13	13	99/4	99/4	0.0	3/16	3/16	Spanner	2/4	2	1	0														2				0
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	84			articStaccatoBelow							2				0
13	13	25	25	0.0	1/4	1/4	Spanner	2/4	2	1	0														2				
13	13	25	25	0.0	1/4	1/4	Spanner	2/4	2	1	0														2			0	
13	13	25	25	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	85			articStaccatoBelow							2			0	
13	13	101/4	101/4	0.0	5/16	5/16	Spanner	2/4	2	1	0														2				
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	86			articStaccatoBelow							2				
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	87			articStaccatoBelow							2				
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	88			articStaccatoBelow											
13	13	24	24	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	89			articStaccatoBelow							3				
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	90			articStaccatoBelow							3				
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	91			articStaccatoBelow							3				
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	92			articStaccatoBelow							3				
13	13	25	25	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	93			articStaccatoBelow							3				
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	94			articStaccatoBelow							3				
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	95			articStaccatoBelow							3				
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	96			articStaccatoBelow											
14	14	26	26	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	97	"<font face=""Times New Roman""/>har-"													
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	98	"-<font face=""Times New Roman""/>ter,"													
14	14	27	27	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	99	"<font face=""Times New Roman""/>star-"													
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	100	"-<font face=""Times New Roman""/>rer"													
14	14	26	26	0.0	0	0	Dynamic	2/4	2	1	0						pp												
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	101														
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	102														
14	14	26	26	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	103														
14	14	27	27	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	104														
15	15	28	28	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	105	"<font face=""Times New Roman""/>Rin-"									4				
15	15	227/8	227/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	106														
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	107	"-<font face=""Times New Roman""/>de"													
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	108	"<font face=""Times New Roman""/>hast"													
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	109														
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	110														
15	15	28	28	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	111														
15	15	29	29	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	112														
16	16	30	30	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	113	"<font face=""Times New Roman""/>du"													
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	114	"<font face=""Times New Roman""/>dich"													
16	16	31	31	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	115	"<font face=""Times New Roman""/>ü-"													
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	116	"-<font face=""Times New Roman""/>ber-"													
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	117														
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	118														
16	16	30	30	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	119														
16	16	31	31	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	120														
17	17	32	32	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	121	"-<font face=""Times New Roman""/>deckt,"													
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	122	"<font face=""Times New Roman""/>liegst"													
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	123														
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	124														
17	17	32	32	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	125														
17	17	33	33	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	126														
18	18	34	34	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	127	"<font face=""Times New Roman""/>kalt"													
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	128	"<font face=""Times New Roman""/>und"													
18	18	35	35	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	129	"<font face=""Times New Roman""/>un-"													
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	130	"-<font face=""Times New Roman""/>be-"													
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	131														
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	132														
18	18	34	34	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	133														
18	18	35	35	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	134														
19	19	36	36	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	135	"-<font face=""Times New Roman""/>weg-"													
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	136	"-<font face=""Times New Roman""/>lich-"													
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	137	"-<font face=""Times New Roman""/>im"													
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	138														
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	139														
19	19	36	36	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	140														
19	19	37	37	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	141														
20	20	38	38	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	142														
20	20	38	38	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	143														
20	20	38	38	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	144	"<font face=""Times New Roman""/>San-"									5				
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	145														
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	146	"-<font face=""Times New Roman""/>de"									6				
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	147														
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	148	"<font face=""Times New Roman""/>aus-"													
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	149	"-<font face=""Times New Roman""/>ge-"													
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	150														
20	20	39	39	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	151														
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	152														
20	20	38	38	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	153														
20	20	39	39	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	154			articStaccatoBelow											
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	155			articStaccatoBelow											
21	21	40	40	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	156	"-<font face=""Times New Roman""/>streckt."													
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	157														
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	158														
21	21	40	40	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	159														
21	21	41	41	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	160														
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	161	"<font face=""Times New Roman""/>In"													
22	22	42	42	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	162			articStaccatoBelow							7				
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	163			articStaccatoBelow							7				
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	164			articStaccatoBelow							7				
22	22	171/4	171/4	0.0	3/16	3/16	Spanner	2/4	2	1	0														7				1
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	165			articStaccatoBelow							7				1
22	22	43	43	0.0	1/4	1/4	Spanner	2/4	2	1	0														7				
22	22	43	43	0.0	1/4	1/4	Spanner	2/4	2	1	0														7			1	
22	22	43	43	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	166			articStaccatoBelow							7			1	
22	22	173/4	173/4	0.0	5/16	5/16	Spanner	2/4	2	1	0														7				
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	167			articStaccatoBelow							7				
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	168			articStaccatoBelow							7				
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	169			articStaccatoBelow											
22	22	42	42	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	170			articStaccatoBelow							8				
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	171			articStaccatoBelow							8				
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	172			articStaccatoBelow							8				
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	173			articStaccatoBelow							8				
22	22	43	43	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	174			articStaccatoBelow							8				
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	175			articStaccatoBelow							8				
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	176			articStaccatoBelow							8				
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	177			articStaccatoBelow											
23	23	44	44	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	178	"<font face=""Times New Roman""/>dei-"													
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	179	"-<font face=""Times New Roman""/>ne"													
23	23	45	45	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	180	"<font face=""Times New Roman""/>Dek-"													
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	181	"-<font face=""Times New Roman""/>ke"													
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	182														
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	183			articStaccatoBelow							9				
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	184			articStaccatoBelow							9				
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	185			articStaccatoBelow							9				
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	186			articStaccatoBelow											
23	23	44	44	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	187														
23	23	45	45	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	188			articStaccatoBelow							10				
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	189			articStaccatoBelow							10				
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	190			articStaccatoBelow							10				
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	191			articStaccatoBelow											
24	24	46	46	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	192	"<font face=""Times New Roman""/>grab"													
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	193	"<font face=""Times New Roman""/>ich"													
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	194	"<font face=""Times New Roman""/>mit"													
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	195														
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	196			articStaccatoBelow							11				
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	197			articStaccatoBelow							11				
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	198			articAccentStaccatoBelow							11				
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	199			articStaccatoBelow											
24	24	46	46	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	200														
24	24	47	47	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	201			articStaccatoBelow							12				
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	202			articStaccatoBelow							12				
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	203			articStaccatoBelow							12				
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	204			articStaccatoBelow											
25	25	48	48	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	205	"<font face=""Times New Roman""/>ei-"													
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	206	"-<font face=""Times New Roman""/>nem"													
25	25	49	49	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	207	"<font face=""Times New Roman""/>spit-"		ornamentShortTrill							13				
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	208														
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	209	"-<font face=""Times New Roman""/>zen"									14				
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	210														
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	211														
25	25	49	49	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	212			articStaccatoBelow							15				
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	213			articStaccatoBelow							15				
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	214			articStaccatoBelow							15				
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	215			articStaccatoBelow											
25	25	48	48	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	216														
25	25	49	49	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	217			articStaccatoBelow							16				
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	218			articStaccatoBelow							16				
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	219			articStaccatoBelow							16				
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	220			articStaccatoBelow											
26	26	50	50	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	221														
26	26	50	50	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	222	Stein													
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	223	"<font face=""Times New Roman""/>den"													
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	224			articAccentBelow											
26	26	51	51	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	225			articStaccatoBelow							17				
26	26	205/4	205/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	226			articStaccatoBelow							17				
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	227			articStaccatoBelow							17				
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	228			articStaccatoBelow											
26	26	50	50	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	229														
26	26	51	51	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	230			articStaccatoBelow							18				
26	26	205/4	205/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	231			articStaccatoBelow							18				
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	232			articStaccatoBelow							18				
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	233			articStaccatoBelow											
27	27	52	52	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	234	"<font face=""Times New Roman""/>Na-"													
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	235	"-<font face=""Times New Roman""/>men"													
